DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2000-Q1,75.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2000-Q2,76.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2000-Q3,77.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2000-Q4,78.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2001-Q1,79.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2001-Q2,79.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2001-Q3,80.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2001-Q4,80.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2002-Q1,81.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2002-Q2,81.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2002-Q3,82.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2002-Q4,82.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2003-Q1,83.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2003-Q2,83.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2003-Q3,84.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2003-Q4,84.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2004-Q1,85.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2004-Q2,87.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2004-Q3,87.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2004-Q4,88.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2005-Q1,89.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2005-Q2,89.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2005-Q3,89.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2005-Q4,90.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2006-Q1,91.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2006-Q2,91.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2006-Q3,92.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2006-Q4,93.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2007-Q1,94.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2007-Q2,95.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2007-Q3,96.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2007-Q4,97.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2008-Q1,99.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2008-Q2,100.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2008-Q3,101.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2008-Q4,101.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2009-Q1,101.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2009-Q2,101.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2009-Q3,101.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2009-Q4,101.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2010-Q1,101.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2010-Q2,100.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2010-Q3,100.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2010-Q4,100.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2011-Q1,100.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2011-Q2,100.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2011-Q3,100.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2011-Q4,100.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2012-Q1,100.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2012-Q2,99.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2012-Q3,99.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2012-Q4,99.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2013-Q1,98.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2013-Q2,98.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2013-Q3,98.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2013-Q4,98.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2014-Q1,98.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2014-Q2,98.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2014-Q3,99.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2014-Q4,99.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2015-Q1,99.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2015-Q2,99.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2015-Q3,100.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2015-Q4,100.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2016-Q1,100.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2016-Q2,100.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2016-Q3,101.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2016-Q4,101.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2017-Q1,102.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2017-Q2,102.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2017-Q3,103.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2017-Q4,103.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2018-Q1,104.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2018-Q2,105.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2018-Q3,107.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2018-Q4,108.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2019-Q1,109.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2019-Q2,110.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2019-Q3,112.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2019-Q4,113.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2020-Q1,114.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2020-Q2,115.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2020-Q3,115.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2020-Q4,116.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2021-Q1,117.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2021-Q2,119.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2021-Q3,124.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2021-Q4,126.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2022-Q1,132.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2022-Q2,136.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2022-Q3,140.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,CZ,2022-Q4,142.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1970-Q1,24.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1970-Q2,25.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1970-Q3,25.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1970-Q4,25.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1971-Q1,26.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1971-Q2,27.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1971-Q3,28.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1971-Q4,28.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1972-Q1,28.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1972-Q2,29.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1972-Q3,29.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1972-Q4,30.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1973-Q1,30.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1973-Q2,31.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1973-Q3,32.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1973-Q4,32.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1974-Q1,32.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1974-Q2,34.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1974-Q3,34.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1974-Q4,34.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1975-Q1,34.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1975-Q2,35.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1975-Q3,35.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1975-Q4,35.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1976-Q1,35.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1976-Q2,36.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1976-Q3,36.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1976-Q4,36.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1977-Q1,36.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1977-Q2,37.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1977-Q3,38.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1977-Q4,38.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1978-Q1,38.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1978-Q2,39.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1978-Q3,40.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1978-Q4,40.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1979-Q1,41.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1979-Q2,43.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1979-Q3,44.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1979-Q4,45.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1980-Q1,46.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1980-Q2,48.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1980-Q3,49.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1980-Q4,49.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1981-Q1,49.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1981-Q2,51.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1981-Q3,51.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1981-Q4,51.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1982-Q1,52.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1982-Q2,52.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1982-Q3,52.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1982-Q4,52.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1983-Q1,52.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1983-Q2,53.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1983-Q3,54.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1983-Q4,54.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1984-Q1,54.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1984-Q2,55.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1984-Q3,55.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1984-Q4,55.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1985-Q1,55.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1985-Q2,55.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1985-Q3,55.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1985-Q4,55.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1986-Q1,55.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1986-Q2,56.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1986-Q3,56.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1986-Q4,56.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1987-Q1,56.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1987-Q2,57.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1987-Q3,57.3,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1987-Q4,57.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1988-Q1,57.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1988-Q2,58.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1988-Q3,58.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1988-Q4,58.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1989-Q1,59.4,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1989-Q2,60.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1989-Q3,60.8,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1989-Q4,61.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1990-Q1,62.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1990-Q2,64.1,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1990-Q3,64.9,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1990-Q4,65.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1991-Q1,66.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1991-Q2,68.7,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1991-Q3,69.6,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1991-Q4,70.2,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1992-Q1,71.5,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1992-Q2,73.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1992-Q3,74.0,
ESTAT:STS_COPI_Q(1.0),17/05/23 11:00:00,Q,CSTO,CPA_F41001_X_410014,NSA,I15,DE,1992-Q4,74.3,
